Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,GBP_MSRP,USD_MSRP,CAD_MSRP,EUR_MSRP,Packaging,Availability
30105,Mailbox,2012,Friends,Promotional,41,1,http://images.brickset.com/sets/images/30105-1.jpg,NA,3.99,NA,NA,Polybag,Promotional
30150,Racing_Car,2012,City,Traffic,37,1,http://images.brickset.com/sets/images/30150-1.jpg,NA,4.99,NA,NA,Polybag,Retail_-_limited
30151,Mining_Dozer,2012,City,Mining,32,1,http://images.brickset.com/sets/images/30151-1.jpg,NA,3.99,NA,NA,Polybag,Retail_-_limited
30152,Mining_Quad,2012,City,Mining,40,1,http://images.brickset.com/sets/images/30152-1.jpg,NA,4.99,NA,NA,Polybag,Retail_-_limited
30160,Batman_Jetski,2012,DC_Comics_Super_Heroes,Batman,40,1,http://images.brickset.com/sets/images/30160-1.jpg,NA,4.99,NA,NA,Polybag,Retail_-_limited
30161,Batmobile,2012,DC_Comics_Super_Heroes,Batman,45,NA,http://images.brickset.com/sets/images/30161-1.jpg,NA,4,NA,NA,Polybag,Promotional
30163,Thor_and_the_Cosmic_cube,2012,Marvel_Super_Heroes,Avengers,25,1,http://images.brickset.com/sets/images/30163-1.jpg,NA,4.99,NA,NA,Polybag,Promotional
30200,Zombie_chauffeur_coffin_car,2012,Monster_Fighters,Promotional,32,1,http://images.brickset.com/sets/images/30200-1.jpg,NA,3.5,NA,NA,Polybag,Retail_-_limited
30201,Ghost,2012,Monster_Fighters,Promotional,33,1,http://images.brickset.com/sets/images/30201-1.jpg,NA,3.5,NA,NA,Polybag,Retail_-_limited
30210,Frodo_with_cooking_corner,2012,The_Lord_of_the_Rings,The_Fellowship_of_the_Ring,33,1,http://images.brickset.com/sets/images/30210-1.jpg,NA,3.99,NA,NA,Polybag,Retail_-_limited
30211,Uruk-Hai_with_ballista,2012,The_Lord_of_the_Rings,The_Two_Towers,21,1,http://images.brickset.com/sets/images/30211-1.jpg,NA,4,NA,NA,Polybag,Retail_-_limited
30212,Mirkwood_Elf_Guard,2012,The_Hobbit,An_Unexpected_Journey,27,1,http://images.brickset.com/sets/images/30212-1.jpg,NA,4.99,NA,NA,Polybag,Retail_-_limited
30213,Gandalf_at_Dol_Guldur,2012,The_Hobbit,An_Unexpected_Journey,31,1,http://images.brickset.com/sets/images/30213-1.jpg,NA,4.99,NA,NA,Polybag,Retail
3061,City_Park_Cafe,2012,Friends,,222,2,http://images.brickset.com/sets/images/3061-1.jpg,29.99,34.99,39.99,29.99,Box,Retail
3063,Heartlake_Flying_Club,2012,Friends,,195,1,http://images.brickset.com/sets/images/3063-1.jpg,19.99,19.99,24.99,19.99,Box,Retail
3065,Olivia's_Tree_House,2012,Friends,,191,1,http://images.brickset.com/sets/images/3065-1.jpg,19.99,19.99,24.99,19.99,Box,Retail
3183,Stephanie's_Cool_Convertible,2012,Friends,,130,1,http://images.brickset.com/sets/images/3183-1.jpg,14.99,14.99,17.99,14.99,Box,Retail
3184,Adventure_Camper,2012,Friends,,309,2,http://images.brickset.com/sets/images/3184-1.jpg,29.99,34.99,39.99,29.99,Box,Retail
3185,Summer_Riding_Camp,2012,Friends,,1112,4,http://images.brickset.com/sets/images/3185-1.jpg,89.99,99.99,124.99,99.99,Box,Retail
3186,Emma's_Horse_Trailer,2012,Friends,,218,1,http://images.brickset.com/sets/images/3186-1.jpg,19.99,24.99,29.99,24.99,Box,Retail
3187,Butterfly_Beauty_Shop,2012,Friends,,221,2,http://images.brickset.com/sets/images/3187-1.jpg,24.99,24.99,29.99,24.99,Box,Retail
3188,Heartlake_Vet,2012,Friends,,343,2,http://images.brickset.com/sets/images/3188-1.jpg,39.99,44.99,49.99,39.99,Box,Retail
3189,Heartlake_Stables,2012,Friends,,401,2,http://images.brickset.com/sets/images/3189-1.jpg,49.99,49.99,64.99,54.99,Box,Retail
3300003,LEGO_Brand_Retail_Store,2012,Promotional,LEGO_brand_store_opening_set,280,NA,http://images.brickset.com/sets/images/3300003-1.jpg,NA,0,NA,NA,Box,LEGO_exclusive
3300014,Christmas_Set,2012,Seasonal,Christmas,109,4,http://images.brickset.com/sets/images/3300014-1.jpg,NA,14.99,NA,NA,Box,LEGO_exclusive
3315,Olivia's_House,2012,Friends,,695,3,http://images.brickset.com/sets/images/3315-1.jpg,69.99,74.99,89.99,69.99,Box,Retail
3316,Friends_Advent_Calendar,2012,Friends,Seasonal,193,2,http://images.brickset.com/sets/images/3316-1.jpg,19.99,34.99,NA,19.99,Box,Retail_-_limited
3817,The_Flying_Dutchman,2012,SpongeBob_SquarePants,,241,3,http://images.brickset.com/sets/images/3817-1.jpg,24.99,24.99,29.99,29.99,Box,Retail
3818,Bikini_Bottom_Undersea_Party,2012,SpongeBob_SquarePants,,471,4,http://images.brickset.com/sets/images/3818-1.jpg,49.99,49.99,59.99,59.99,Box,Retail
3863,Kokoriko,2012,Games,,115,NA,http://images.brickset.com/sets/images/3863-1.jpg,7.99,NA,NA,9.99,Box,Retail
3864,Mini_Taurus,2012,Games,,165,4,http://images.brickset.com/sets/images/3864-1.jpg,9.99,NA,NA,12.99,Box,Retail
3865,City_Alarm,2012,Games,,247,6,http://images.brickset.com/sets/images/3865-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
3866,Star_Wars:_The_Battle_of_Hoth,2012,Games,,305,32,http://images.brickset.com/sets/images/3866-1.jpg,24.99,NA,NA,34.99,Box,Retail
3874,Heroica_Ilrion,2012,Games,Heroica,240,8,http://images.brickset.com/sets/images/3874-1.jpg,14.99,19.99,26.99,19.99,Box,Retail
3920,The_Hobbit:_An_Unexpected_Journey,2012,Games,,394,4,http://images.brickset.com/sets/images/3920-1.jpg,24.99,34.99,39.99,34.99,Box,Not_specified
3930,Stephanie's_Outdoor_Bakery,2012,Friends,,45,1,http://images.brickset.com/sets/images/3930-1.jpg,4.99,6.99,7.99,5.99,Box,Retail
3931,Emma's_Splash_Pool,2012,Friends,,43,1,http://images.brickset.com/sets/images/3931-1.jpg,4.99,5.99,7.99,5.99,Box,Retail
3932,Andrea's_Stage,2012,Friends,,87,1,http://images.brickset.com/sets/images/3932-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3933,Olivia's_Invention_Workshop,2012,Friends,,81,1,http://images.brickset.com/sets/images/3933-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3934,Mia's_Puppy_House,2012,Friends,,64,1,http://images.brickset.com/sets/images/3934-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3935,Stephanie's_Pet_Patrol,2012,Friends,,73,1,http://images.brickset.com/sets/images/3935-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3936,Emma's_Fashion_Design_Studio,2012,Friends,,79,1,http://images.brickset.com/sets/images/3936-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3937,Olivia's_Speedboat,2012,Friends,,65,1,http://images.brickset.com/sets/images/3937-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3938,Andrea's_Bunny_House,2012,Friends,,62,1,http://images.brickset.com/sets/images/3938-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3939,Mia's_Bedroom,2012,Friends,,85,1,http://images.brickset.com/sets/images/3939-1.jpg,9.99,9.99,12.99,9.99,Box,Retail
3942,Heartlake_Dog_Show,2012,Friends,,183,1,http://images.brickset.com/sets/images/3942-1.jpg,19.99,19.99,24.99,19.99,Box,Retail
40025,New_York_Taxi,2012,Creator,,44,NA,http://images.brickset.com/sets/images/40025-1.jpg,NA,4.99,NA,NA,Polybag,Retail_-_limited
40026,Statue_Of_Liberty,2012,Creator,,39,NA,http://images.brickset.com/sets/images/40026-1.jpg,NA,4.99,NA,NA,Polybag,Retail_-_limited
40029,Valentine's_Day_Box,2012,Seasonal,Valentines,51,NA,http://images.brickset.com/sets/images/40029-1.jpg,3.99,4.99,6.99,4.99,Polybag,LEGO_exclusive
40030,Duck_with_Ducklings,2012,Seasonal,Easter,51,NA,http://images.brickset.com/sets/images/40030-1.jpg,3.99,4.99,6.99,4.99,Polybag,LEGO_exclusive
40031,Bunny_and_Chick,2012,Seasonal,Easter,52,NA,http://images.brickset.com/sets/images/40031-1.jpg,3.99,4.99,6.99,4.99,Polybag,LEGO_exclusive
40032,Witch,2012,Seasonal,Halloween,71,NA,http://images.brickset.com/sets/images/40032-1.jpg,3.99,4.99,6.99,4.99,Polybag,LEGO_exclusive
40033,Turkey,2012,Seasonal,Thanksgiving,52,NA,http://images.brickset.com/sets/images/40033-1.jpg,NA,4.99,6.99,NA,Polybag,Retail_-_limited
40034,Christmas_Train,2012,Seasonal,Christmas,82,NA,http://images.brickset.com/sets/images/40034-1.jpg,3.99,4.99,6.99,4.99,Polybag,LEGO_exclusive
40035,Rocking_Horse,2012,Seasonal,Christmas,49,NA,http://images.brickset.com/sets/images/40035-1.jpg,3.99,4.99,6.99,4.99,Polybag,LEGO_exclusive
40036,Cobra,2012,Promotional,Monthly_Mini_Model_Build,37,NA,http://images.brickset.com/sets/images/40036-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40037,Hockey_player,2012,Promotional,Monthly_Mini_Model_Build,43,NA,http://images.brickset.com/sets/images/40037-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40038,Worm_&_Earth,2012,Promotional,Monthly_Mini_Model_Build,29,NA,http://images.brickset.com/sets/images/40038-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40039,Tulip,2012,Promotional,Monthly_Mini_Model_Build,16,NA,http://images.brickset.com/sets/images/40039-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40040,Olympic_flame,2012,Promotional,Monthly_Mini_Model_Build,15,NA,http://images.brickset.com/sets/images/40040-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40041,Moose,2012,Promotional,Monthly_Mini_Model_Build,27,NA,http://images.brickset.com/sets/images/40041-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40042,Cat,2012,Promotional,Monthly_Mini_Model_Build,25,NA,http://images.brickset.com/sets/images/40042-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40043,Duck,2012,Promotional,Monthly_Mini_Model_Build,24,NA,http://images.brickset.com/sets/images/40043-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40044,Lawnmower,2012,Promotional,Monthly_Mini_Model_Build,25,NA,http://images.brickset.com/sets/images/40044-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40045,Shark,2012,Promotional,Monthly_Mini_Model_Build,27,NA,http://images.brickset.com/sets/images/40045-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40046,Pilgrim,2012,Promotional,Monthly_Mini_Model_Build,23,NA,http://images.brickset.com/sets/images/40046-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40047,Owl,2012,Promotional,Monthly_Mini_Model_Build,41,NA,http://images.brickset.com/sets/images/40047-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
40049,Sopwith_Camel,2012,Miscellaneous,,65,NA,http://images.brickset.com/sets/images/40049-1.jpg,0,0,NA,NA,Polybag,Promotional
4200,Mining_4x4,2012,City,Mining,102,1,http://images.brickset.com/sets/images/4200-1.jpg,7.99,11.99,14.99,9.99,Box,Retail
4201,Loader_and_Tipper,2012,City,Mining,139,2,http://images.brickset.com/sets/images/4201-1.jpg,12.99,17.99,19.99,14.99,Box,Retail
4202,Mining_Truck,2012,City,Mining,269,1,http://images.brickset.com/sets/images/4202-1.jpg,19.99,34.99,44.99,19.99,Box,Retail
4203,Excavator_Transporter,2012,City,Mining,305,2,http://images.brickset.com/sets/images/4203-1.jpg,24.99,39.99,49.99,34.99,Box,Retail
4204,The_Mine,2012,City,Mining,748,4,http://images.brickset.com/sets/images/4204-1.jpg,69.99,99.99,119.99,79.99,Box,Retail
4205,Off-Road_Command_Centre,2012,City,Forest_Police,403,3,http://images.brickset.com/sets/images/4205-1.jpg,34.99,39.99,49.99,39.99,Box,Retail_-_limited
4206,Recycling_Truck,2012,City,Traffic,297,3,http://images.brickset.com/sets/images/4206-2.jpg,24.99,29.99,39.99,29.99,Box,Retail_-_limited
4207,City_Garage,2012,City,Traffic,933,5,http://images.brickset.com/sets/images/4207-1.jpg,79.99,119.99,149.99,99.99,Box,Retail_-_limited
4208,Fire_Truck,2012,City,Forest_Fire,243,1,http://images.brickset.com/sets/images/4208-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
4209,Fire_Plane,2012,City,Forest_Fire,522,3,http://images.brickset.com/sets/images/4209-1.jpg,39.99,59.99,74.99,49.99,Box,Retail
4427,Fire_ATV,2012,City,Forest_Fire,50,1,http://images.brickset.com/sets/images/4427-1.jpg,3.99,5.99,7.99,4.99,Box,Retail
4428,City_Advent_Calendar,2012,City,Seasonal,248,7,http://images.brickset.com/sets/images/4428-1.jpg,19.99,39.99,39.99,19.99,Box,Retail_-_limited
4429,Helicopter_Rescue,2012,City,Medical,425,4,http://images.brickset.com/sets/images/4429-1.jpg,34.99,59.99,74.99,49.99,Box,Retail
4430,Fire_Transporter,2012,City,Forest_Fire,522,3,http://images.brickset.com/sets/images/4430-1.jpg,39.99,49.99,64.99,49.99,Box,Retail_-_limited
4431,Ambulance,2012,City,Medical,199,3,http://images.brickset.com/sets/images/4431-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
4432,Garbage_Truck,2012,City,Traffic,208,2,http://images.brickset.com/sets/images/4432-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
4433,Dirt_Bike_Transporter,2012,City,Traffic,201,2,http://images.brickset.com/sets/images/4433-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
4434,Dump_Truck,2012,City,Traffic,222,2,http://images.brickset.com/sets/images/4434-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
4435,Car_and_Caravan,2012,City,Traffic,218,2,http://images.brickset.com/sets/images/4435-1.jpg,14.99,19.99,24.99,19.99,Box,Retail
4436,Patrol_Car,2012,City,Forest_Police,97,2,http://images.brickset.com/sets/images/4436-1.jpg,7.99,11.99,14.99,9.99,Box,Retail
4437,Police_Pursuit,2012,City,Forest_Police,129,2,http://images.brickset.com/sets/images/4437-1.jpg,12.99,17.99,19.99,14.99,Box,Retail
4438,Robbers'_Hideout,2012,City,Forest_Police,317,4,http://images.brickset.com/sets/images/4438-1.jpg,34.99,39.99,49.99,39.99,Box,Retail_-_limited
4439,Heavy-Lift_Helicopter,2012,City,Forest_Police,393,3,http://images.brickset.com/sets/images/4439-1.jpg,34.99,49.99,64.99,39.99,Box,Retail
4440,Forest_Police_Station,2012,City,Forest_Police,633,5,http://images.brickset.com/sets/images/4440-1.jpg,59.99,79.99,99.99,69.99,Box,Retail
4441,Police_Dog_Van,2012,City,Forest_Police,313,2,http://images.brickset.com/sets/images/4441-1.jpg,19.99,34.99,44.99,29.99,Box,Retail
4442,Glider,2012,City,Airport,102,2,http://images.brickset.com/sets/images/4442-1.jpg,15,NA,NA,NA,Box,Promotional_(Airline)
4473,Police_Helicopter,2012,City,Police,112,2,http://images.brickset.com/sets/images/4473-1.jpg,18,18,NA,NA,Box,Promotional_(Airline)
4526,Batman,2012,DC_Comics_Super_Heroes,Constraction,40,NA,http://images.brickset.com/sets/images/4526-1.jpg,10.99,14.99,17.99,14.99,Box,Retail
4527,The_Joker,2012,DC_Comics_Super_Heroes,Constraction,57,NA,http://images.brickset.com/sets/images/4527-1.jpg,10.99,14.99,17.99,14.99,Box,Retail
4528,Green_Lantern,2012,DC_Comics_Super_Heroes,Constraction,38,NA,http://images.brickset.com/sets/images/4528-1.jpg,10.99,14.99,17.99,14.99,Box,Retail
4529,Iron_Man,2012,Marvel_Super_Heroes,Constraction,44,NA,http://images.brickset.com/sets/images/4529-1.jpg,10.99,14.99,17.99,14.99,Box,Retail
4530,The_Hulk,2012,Marvel_Super_Heroes,Constraction,39,NA,http://images.brickset.com/sets/images/4530-1.jpg,10.99,14.99,17.99,14.99,Box,Retail
4597,Captain_America,2012,Marvel_Super_Heroes,Constraction,44,NA,http://images.brickset.com/sets/images/4597-1.jpg,10.99,14.99,17.99,14.99,Box,Retail
4623,Pink_Brick_Box,2012,Duplo,,30,NA,http://images.brickset.com/sets/images/4623-1.jpg,12.99,14.99,14.99,17.99,Tub,Retail
4624,Brick_Box_Green,2012,Duplo,,31,NA,http://images.brickset.com/sets/images/4624-1.jpg,12.99,14.99,14.99,17.99,Tub,Retail
4625,Pink_Brick_Box,2012,Bricks_and_More,,224,1,http://images.brickset.com/sets/images/4625-1.jpg,12.99,14.99,17.99,17.99,Tub,Retail
4626,Farm_Brick_Box,2012,Bricks_and_More,,232,1,http://images.brickset.com/sets/images/4626-1.jpg,12.99,14.99,17.99,17.99,Tub,Retail
4627,Fun_With_Bricks,2012,Duplo,,85,NA,http://images.brickset.com/sets/images/4627-1.jpg,19.99,29.99,39.99,24.99,Box,Retail
4628,Fun_With_Bricks,2012,Bricks_and_More,,600,NA,http://images.brickset.com/sets/images/4628-1.jpg,19.99,29.99,39.99,24.99,Box,Retail
4629,Build_&_Play_Box,2012,Duplo,,150,NA,http://images.brickset.com/sets/images/4629-1.jpg,39.99,59.99,69.99,39.99,Box,Retail
4630,Build_&_Play_Box,2012,Make_and_Create,,1000,NA,http://images.brickset.com/sets/images/4630-1.jpg,39.99,NA,NA,39.99,Box,Retail
4631,My_First_Build,2012,Duplo,,59,1,http://images.brickset.com/sets/images/4631-1.jpg,19.99,24.99,24.99,24.99,Box,Retail
4632,Building_Plates,2012,Duplo,Accessories,3,NA,http://images.brickset.com/sets/images/4632-1.jpg,7.99,9.99,12.99,9.99,Shrink-wrapped,Retail
4635,Fun_With_Vehicles,2012,Bricks_and_More,,525,2,http://images.brickset.com/sets/images/4635-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
4636,Police_Building_Set,2012,Bricks_and_More,,130,2,http://images.brickset.com/sets/images/4636-1.jpg,7.99,9.99,12.99,7.99,Box,Retail
4637,Safari_Building_Set,2012,Bricks_and_More,,152,2,http://images.brickset.com/sets/images/4637-1.jpg,7.99,9.99,12.99,7.99,Box,Retail
5000022,The_Hulk,2012,Marvel_Super_Heroes,Avengers,4,1,http://images.brickset.com/sets/images/5000022-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
5000023,Exclusive_Minifigure_Pack,2012,Promotional,LEGO_brand_store_opening_set,12,NA,http://images.brickset.com/sets/images/5000023-1.jpg,0,0,NA,NA,Blister_pack,LEGO_exclusive
5000062,Darth_Maul,2012,Star_Wars,Minifig_Pack,7,1,http://images.brickset.com/sets/images/5000062-1.jpg,NA,0,NA,NA,Polybag,Promotional
5000063,TC-14,2012,Star_Wars,Minifig_Pack,3,1,http://images.brickset.com/sets/images/5000063-1.jpg,0,0,NA,NA,Polybag,LEGO_exclusive
5000202,Elrond,2012,The_Lord_of_the_Rings,The_Fellowship_of_the_Ring,6,1,http://images.brickset.com/sets/images/5000202-1.jpg,0,0,NA,NA,Polybag,Promotional
5000245,Stephanie,2012,Friends,Promotional,5,1,http://images.brickset.com/sets/images/5000245-1.jpg,NA,4.99,NA,NA,Polybag,Promotional
5000281,Chase_McCain,2012,City,Police,4,1,http://images.brickset.com/sets/images/5000281-1.jpg,0,0,NA,NA,Polybag,Promotional
5882,Ambush_Attack,2012,Dino,,80,1,http://images.brickset.com/sets/images/5882-1.jpg,8.99,11.99,14.99,9.99,Box,Retail
5883,Tower_Takedown,2012,Dino,,136,1,http://images.brickset.com/sets/images/5883-1.jpg,17.99,19.99,24.99,19.99,Box,Retail
5884,Raptor_Chase,2012,Dino,,259,2,http://images.brickset.com/sets/images/5884-1.jpg,24.99,29.99,39.99,29.99,Box,Retail
5885,Triceratops_Trapper,2012,Dino,,271,2,http://images.brickset.com/sets/images/5885-1.jpg,39.99,49.99,64.99,49.99,Box,Retail
5886,T-Rex_Hunter,2012,Dino,,480,2,http://images.brickset.com/sets/images/5886-1.jpg,49.99,69.99,89.99,69.99,Box,Retail
5887,Dino_Defense_HQ,2012,Dino,,793,4,http://images.brickset.com/sets/images/5887-1.jpg,79.99,99.99,129.99,99.99,Box,Retail
5888,Ocean_Interceptor,2012,Dino,,222,2,http://images.brickset.com/sets/images/5888-1.jpg,29.99,34.99,44.99,34.99,Box,Retail_-_limited
6024305,Best_Friends_bricks,2012,Friends,Promotional,2,NA,http://images.brickset.com/sets/images/6024305-1.jpg,0,NA,NA,NA,Polybag,Promotional
6132,Red,2012,Duplo,Cars,13,NA,http://images.brickset.com/sets/images/6132-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
6133,Race_Day,2012,Duplo,Cars,26,NA,http://images.brickset.com/sets/images/6133-1.jpg,19.99,24.99,29.99,24.99,Box,Retail
6134,Siddeley_Saves_The_Day,2012,Duplo,Cars,34,NA,http://images.brickset.com/sets/images/6134-1.jpg,29.99,34.99,39.99,34.99,Box,Retail
6141,My_First_Farm,2012,Duplo,Farm,62,1,http://images.brickset.com/sets/images/6141-1.jpg,19.99,24.99,24.99,NA,Box,Retail
6143,Racing_Team,2012,Duplo,,34,2,http://images.brickset.com/sets/images/6143-1.jpg,24.99,NA,NA,29.99,Box,Retail
6151,Sleeping_Beauty's_Room,2012,Duplo,Disney_Princess,16,1,http://images.brickset.com/sets/images/6151-1.jpg,9.99,12.99,14.99,12.99,Box,Retail
6152,Snow_White's_Cottage,2012,Duplo,Disney_Princess,28,1,http://images.brickset.com/sets/images/6152-1.jpg,12.99,14.99,17.99,14.99,Box,Retail
6153,Cinderella's_Carriage,2012,Duplo,Disney_Princess,20,1,http://images.brickset.com/sets/images/6153-1.jpg,19.99,24.99,29.99,24.99,Box,Retail
6154,Cinderella's_Castle,2012,Duplo,Disney_Princess,77,2,http://images.brickset.com/sets/images/6154-1.jpg,39.99,39.99,49.99,49.99,Box,Retail
6156,Photo_Safari,2012,Duplo,Zoo,67,3,http://images.brickset.com/sets/images/6156-1.jpg,49.99,59.99,74.99,59.99,Box,Retail
6157,The_Big_Zoo,2012,Duplo,Zoo,147,4,http://images.brickset.com/sets/images/6157-1.jpg,79.99,89.99,119.99,99.99,Box,Retail
6158,Animal_Clinic,2012,Duplo,Zoo,62,2,http://images.brickset.com/sets/images/6158-1.jpg,29.99,39.99,49.99,39.99,Box,Retail
6168,Fire_Station,2012,Duplo,Fire,63,2,http://images.brickset.com/sets/images/6168-1.jpg,39.99,NA,NA,49.99,Box,Retail
6169,Fire_Chief,2012,Duplo,Fire,6,1,http://images.brickset.com/sets/images/6169-1.jpg,7.99,9.99,12.99,9.99,Box,Retail
6171,Gas_Station,2012,Duplo,,45,2,http://images.brickset.com/sets/images/6171-1.jpg,29.99,29.99,29.99,34.99,Box,Retail
6172,Zoo_Truck,2012,Duplo,Zoo,8,1,http://images.brickset.com/sets/images/6172-1.jpg,19.99,19.99,24.99,19.99,Box,Retail
6173,Panda,2012,Duplo,Zoo,8,1,http://images.brickset.com/sets/images/6173-1.jpg,NA,7.99,9.99,7.99,Box,Retail
6200,Evo,2012,HERO_Factory,,36,NA,http://images.brickset.com/sets/images/6200-2.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6201,Toxic_Reapa,2012,HERO_Factory,,42,NA,http://images.brickset.com/sets/images/6201-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6202,Rocka,2012,HERO_Factory,,55,NA,http://images.brickset.com/sets/images/6202-1.jpg,9.99,12.99,15.99,12.99,Not_specified,Not_specified
6203,Black_Phantom,2012,HERO_Factory,,124,NA,http://images.brickset.com/sets/images/6203-1.jpg,14.99,19.99,24.99,19.99,Not_specified,Not_specified
6216,Jawblade,2012,HERO_Factory,,45,NA,http://images.brickset.com/sets/images/6216-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6217,Surge,2012,HERO_Factory,,39,NA,http://images.brickset.com/sets/images/6217-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6218,Splitface,2012,HERO_Factory,,50,NA,http://images.brickset.com/sets/images/6218-1.jpg,9.99,12.99,15.99,12.99,Not_specified,Not_specified
6221,Nex,2012,HERO_Factory,,39,NA,http://images.brickset.com/sets/images/6221-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6222,Core_Hunter,2012,HERO_Factory,,51,NA,http://images.brickset.com/sets/images/6222-1.jpg,9.99,12.99,15.99,12.99,Not_specified,Not_specified
6223,Bulk,2012,HERO_Factory,,61,NA,http://images.brickset.com/sets/images/6223-1.jpg,9.99,12.99,15.99,12.99,Not_specified,Not_specified
6227,Breez,2012,HERO_Factory,,55,NA,http://images.brickset.com/sets/images/6227-1.jpg,9.99,12.99,15.99,12.99,Not_specified,Not_specified
6228,Thornraxx,2012,HERO_Factory,,44,NA,http://images.brickset.com/sets/images/6228-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6229,XT4,2012,HERO_Factory,,39,NA,http://images.brickset.com/sets/images/6229-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6230,Stormer_XL,2012,HERO_Factory,,89,NA,http://images.brickset.com/sets/images/6230-1.jpg,14.99,24.99,29.99,29.99,Box,Retail
6231,Speeda_Demon,2012,HERO_Factory,,192,NA,http://images.brickset.com/sets/images/6231-1.jpg,24.99,34.99,44.99,29.99,Not_specified,Not_specified
6282,Stringer,2012,HERO_Factory,,42,NA,http://images.brickset.com/sets/images/6282-1.jpg,6.99,8.99,11.99,9.99,Not_specified,Not_specified
6283,Voltix,2012,HERO_Factory,,61,NA,http://images.brickset.com/sets/images/6283-1.jpg,9.99,12.99,15.99,9.99,Not_specified,Not_specified
6293,Furno,2012,HERO_Factory,,56,NA,http://images.brickset.com/sets/images/6293-1.jpg,9.99,12.99,15.99,12.99,Not_specified,Not_specified
66411,Super_Pack_3-in-1,2012,Star_Wars,Product_Collection,633,NA,http://images.brickset.com/sets/images/66411-1.jpg,84.99,NA,NA,NA,Box,Retail_-_limited
6758,Grow_Caterpillar_Grow!,2012,Duplo,,17,NA,http://images.brickset.com/sets/images/6758-1.jpg,9.99,12.99,15.99,14.99,Blister_pack,Retail
6759,Busy_Farm,2012,Duplo,,15,NA,http://images.brickset.com/sets/images/6759-1.jpg,9.99,12.99,15.99,7.49,Blister_pack,Retail
6760,Let's_Go!_Wroom!,2012,Duplo,,12,NA,http://images.brickset.com/sets/images/6760-1.jpg,9.99,12.99,15.99,14.99,Blister_pack,Retail
6784,Creative_Sorter,2012,Duplo,,23,NA,http://images.brickset.com/sets/images/6784-1.jpg,17.99,14.99,19.99,24.99,Tub,Retail
6785,Creative_Cakes,2012,Duplo,,55,NA,http://images.brickset.com/sets/images/6785-1.jpg,19.99,24.99,29.99,29.99,Other,Retail
6857,The_Dynamic_Duo_Funhouse_Escape,2012,DC_Comics_Super_Heroes,Batman,380,5,http://images.brickset.com/sets/images/6857-1.jpg,39.99,39.99,49.99,49.99,Box,Retail_-_limited
6858,Catwoman_Catcycle_City_Chase,2012,DC_Comics_Super_Heroes,Batman,89,2,http://images.brickset.com/sets/images/6858-1.jpg,11.99,12.99,15.99,14.99,Box,Retail
6860,The_Batcave,2012,DC_Comics_Super_Heroes,Batman,690,5,http://images.brickset.com/sets/images/6860-1.jpg,69.99,69.99,89.99,79.99,Box,Retail
6862,Superman_Vs_Power_Armor_Lex,2012,DC_Comics_Super_Heroes,Superman,207,3,http://images.brickset.com/sets/images/6862-2.jpg,19.99,19.99,24.99,26.99,Box,Retail
6863,Batwing_Battle_Over_Gotham_City,2012,DC_Comics_Super_Heroes,Batman,278,3,http://images.brickset.com/sets/images/6863-1.jpg,34.99,34.99,44.99,39.99,Box,Retail
