Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,Image_URL,GBP_MSRP,USD_MSRP,CAD_MSRP,EUR_MSRP,Packaging,Availability
8542,Onewa,2001,Bionicle,Turaga,29,NA,http://images.brickset.com/sets/images/8542-1.jpg,NA,3,NA,NA,Not_specified,Not_specified
8543,Nokama,2001,Bionicle,Turaga,27,NA,http://images.brickset.com/sets/images/8543-1.jpg,NA,3,NA,NA,Not_specified,Not_specified
8544,Nuju,2001,Bionicle,Turaga,29,NA,http://images.brickset.com/sets/images/8544-1.jpg,NA,3,NA,NA,Not_specified,Not_specified
8545,Whenua,2001,Bionicle,Turaga,28,NA,http://images.brickset.com/sets/images/8545-1.jpg,NA,3,NA,NA,Not_specified,Not_specified
8546,Bionicle_Power_Pack,2001,Bionicle,Matoran,9,NA,http://images.brickset.com/sets/images/8546-1.jpg,9.99,15,NA,NA,Not_specified,Not_specified
8548,Nui-Jaga,2001,Bionicle,Rahi,226,NA,http://images.brickset.com/sets/images/8548-1.jpg,22.99,35,NA,NA,Not_specified,Not_specified
8549,Tarakava,2001,Bionicle,Rahi,411,NA,http://images.brickset.com/sets/images/8549-1.jpg,29.99,50,NA,NA,Not_specified,Not_specified
9126,Dolls_Medium_Set,2001,Education,,24,4,http://images.brickset.com/sets/images/9126-1.jpg,24.48,43.25,NA,NA,Not_specified,Not_specified
9127,Dolls_Large_Set,2001,Education,,63,8,http://images.brickset.com/sets/images/9127-1.jpg,78.3,NA,NA,NA,Not_specified,Not_specified
9302,Community_Builders_Set,2001,Education,,1670,NA,http://images.brickset.com/sets/images/9302-1.jpg,118.3,NA,NA,NA,Not_specified,Not_specified
9303,Airport_Set,2001,Education,,1180,4,http://images.brickset.com/sets/images/9303-1.jpg,88.75,89,NA,NA,Not_specified,Not_specified
9783,Infrared_Transmitter_with_USB_Cable,2001,Education,,2,NA,http://images.brickset.com/sets/images/9783-1.jpg,26.41,30,NA,NA,Not_specified,Not_specified
9795,Intelligent_House_Set,2001,Education,,156,NA,http://images.brickset.com/sets/images/9795-1.jpg,98.47,105,NA,NA,Not_specified,Not_specified
1261,Tea_With_Bumble_Bee,2000,Duplo,Little_Forest_Friends,10,2,http://images.brickset.com/sets/images/1261-1.jpg,NA,5,NA,NA,Not_specified,Promotional_(Airline)
1263,Easter_Bunny,2000,Seasonal,Easter,27,NA,http://images.brickset.com/sets/images/1263-1.jpg,NA,3,NA,NA,Polybag,Promotional
1272,Blue_Racer,2000,Town,Race,23,1,http://images.brickset.com/sets/images/1272-1.jpg,NA,3.95,NA,NA,Box,Promotional
1349,Steven_Spielberg_Moviemaker_Set,2000,Studios,,442,7,http://images.brickset.com/sets/images/1349-1.jpg,NA,180,NA,NA,Box,Retail
2077,My_Bumble_Bee,2000,Baby,,12,NA,http://images.brickset.com/sets/images/2077-1.jpg,NA,10,NA,NA,Not_specified,Not_specified
2250,Advent_Calendar,2000,Basic,Seasonal,240,NA,http://images.brickset.com/sets/images/2250-1.jpg,NA,20,NA,NA,Box,Retail_-_limited
2503,Musical_Apple,2000,Baby,,2,NA,http://images.brickset.com/sets/images/2503-1.jpg,NA,10,NA,NA,Not_specified,Not_specified
2514,Activity_Friends,2000,Baby,,9,NA,http://images.brickset.com/sets/images/2514-1.jpg,NA,13,NA,NA,Not_specified,Not_specified
2517,My_Rattle_Friends,2000,Baby,,3,NA,http://images.brickset.com/sets/images/2517-1.jpg,NA,6,NA,NA,Not_specified,Not_specified
2522,Play_Book,2000,Baby,,2,1,http://images.brickset.com/sets/images/2522-1.jpg,NA,10,NA,NA,Not_specified,Not_specified
2524,My_Racing_Bugs,2000,Baby,,4,NA,http://images.brickset.com/sets/images/2524-1.jpg,NA,10,NA,NA,Not_specified,Not_specified
2526,Tim_&_Tom's_Adventure,2000,Baby,,1,1,http://images.brickset.com/sets/images/2526-1.jpg,NA,8,NA,NA,Not_specified,Not_specified
2589,Timmy_on_Tour_Stack_'n'_Learn,2000,Baby,,9,1,http://images.brickset.com/sets/images/2589-1.jpg,NA,6,NA,NA,Not_specified,Not_specified
2591,Happy_Explorers_Stack_'n'_Learn,2000,Baby,,17,2,http://images.brickset.com/sets/images/2591-1.jpg,NA,13,NA,NA,Not_specified,Not_specified
2592,Baby_Mickey_&_Baby_Minnie,2000,Baby,Disney's_Baby_Mickey,18,2,http://images.brickset.com/sets/images/2592-1.jpg,NA,20,NA,NA,Not_specified,Not_specified
2593,Baby_Mickey,2000,Baby,Disney's_Baby_Mickey,8,1,http://images.brickset.com/sets/images/2593-1.jpg,NA,10,NA,NA,Not_specified,Not_specified
2594,Baby_Mickey_&_Baby_Minnie_Playground,2000,Baby,Disney's_Baby_Mickey,9,2,http://images.brickset.com/sets/images/2594-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
2904,Motorbike,2000,Action_Wheelers,,11,1,http://images.brickset.com/sets/images/2904-1.jpg,NA,10,NA,NA,Not_specified,Not_specified
2909,Helicopter,2000,Action_Wheelers,,18,1,http://images.brickset.com/sets/images/2909-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
2912,Radical_Racer,2000,Action_Wheelers,,16,1,http://images.brickset.com/sets/images/2912-1.jpg,NA,20,NA,NA,Not_specified,Not_specified
2913,Construction,2000,Action_Wheelers,,29,2,http://images.brickset.com/sets/images/2913-1.jpg,NA,30,NA,NA,Not_specified,Not_specified
2914,Rescue_Base,2000,Action_Wheelers,,44,3,http://images.brickset.com/sets/images/2914-1.jpg,NA,50,NA,NA,Not_specified,Not_specified
2916,MyBot,2000,Action_Wheelers,,31,1,http://images.brickset.com/sets/images/2916-1.jpg,NA,50,NA,NA,Not_specified,Not_specified
2931,Push_Locomotive,2000,Duplo,Trains,10,1,http://images.brickset.com/sets/images/2931-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
2932,Train_Starter_Set_with_Motor,2000,Duplo,Trains,29,3,http://images.brickset.com/sets/images/2932-1.jpg,NA,50,NA,NA,Not_specified,Not_specified
2933,Deluxe_Train_Set_with_Motor,2000,Duplo,Trains,75,3,http://images.brickset.com/sets/images/2933-1.jpg,NA,100,NA,NA,Not_specified,Not_specified
2936,Train_Station,2000,Duplo,Trains,40,3,http://images.brickset.com/sets/images/2936-1.jpg,NA,30,NA,NA,Not_specified,Not_specified
2937,Supplementary_Wagon,2000,Duplo,Trains,9,1,http://images.brickset.com/sets/images/2937-1.jpg,NA,9,NA,NA,Not_specified,Not_specified
2938,Train_Tunnel,2000,Duplo,Trains,14,1,http://images.brickset.com/sets/images/2938-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
2942,Play_House,2000,Duplo,,73,4,http://images.brickset.com/sets/images/2942-1.jpg,NA,70,NA,NA,Not_specified,Not_specified
2967,Special_Tubes,2000,Duplo,,37,1,http://images.brickset.com/sets/images/2967-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
2968,Animal_Safari,2000,Duplo,,48,1,http://images.brickset.com/sets/images/2968-1.jpg,NA,20,NA,NA,Not_specified,Not_specified
2989,Pooh's_Honeypot,2000,Duplo,Winnie_the_Pooh,44,2,http://images.brickset.com/sets/images/2989-1.jpg,NA,20,NA,NA,Not_specified,Not_specified
2990,Tigger's_Tree-House,2000,Duplo,Winnie_the_Pooh,33,2,http://images.brickset.com/sets/images/2990-1.jpg,NA,20,NA,NA,Not_specified,Not_specified
3049,XL_Idea_Bucket,2000,Duplo,,78,1,http://images.brickset.com/sets/images/3049-1.jpg,NA,15,NA,NA,Bucket,Retail_-_limited
3099,Duplo_Storage_Chest,2000,Duplo,,142,NA,http://images.brickset.com/sets/images/3099-1.jpg,NA,20,NA,NA,Not_specified,Not_specified
3148,Carla's_Winter_Camp,2000,Scala,,167,1,http://images.brickset.com/sets/images/3148-1.jpg,NA,38,NA,NA,Not_specified,Not_specified
3149,Happy_Home,2000,Scala,,265,3,http://images.brickset.com/sets/images/3149-1.jpg,NA,100,NA,NA,Not_specified,Not_specified
3150,Puppy_Playground,2000,Scala,,35,NA,http://images.brickset.com/sets/images/3150-1.jpg,NA,8,NA,NA,Not_specified,Not_specified
3151,Emma_on_the_Move,2000,Scala,,65,1,http://images.brickset.com/sets/images/3151-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
3152,Playroom_for_the_Baby_Thomas,2000,Scala,,81,1,http://images.brickset.com/sets/images/3152-1.jpg,NA,15,NA,NA,Not_specified,Not_specified
3155,Olivia_in_Smooth_Dress,2000,Scala,,6,1,http://images.brickset.com/sets/images/3155-1.jpg,NA,9,NA,NA,Not_specified,Not_specified
3156,Hot_Wear_for_Woman,2000,Scala,,3,NA,http://images.brickset.com/sets/images/3156-1.jpg,NA,5,NA,NA,Not_specified,Not_specified
3157,Cool_Wear_for_Girls,2000,Scala,,2,NA,http://images.brickset.com/sets/images/3157-1.jpg,NA,5,NA,NA,Not_specified,Not_specified
3158,Christian_in_Tough_Wear,2000,Scala,,7,1,http://images.brickset.com/sets/images/3158-1.jpg,NA,9,NA,NA,Not_specified,Not_specified
3159,Celebration,2000,Scala,,41,NA,http://images.brickset.com/sets/images/3159-1.jpg,NA,5,NA,NA,Not_specified,Not_specified
3340,Emperor_Palpatine,_Darth_Maul_and_Darth_Vader_Minifig_Pack_-_Star_Wars_#1,2000,Star_Wars,Minifig_Pack,32,3,http://images.brickset.com/sets/images/3340-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3341,Luke_Skywalker,_Han_Solo_and_Boba_Fett_Minifig_Pack_-_Star_Wars_#2,2000,Star_Wars,Minifig_Pack,22,3,http://images.brickset.com/sets/images/3341-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3342,Chewbacca_and_2_Biker_Scouts_Minifig_Pack_-_Star_Wars_#3,2000,Star_Wars,Minifig_Pack,22,3,http://images.brickset.com/sets/images/3342-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3343,2_Battle_Droids_and_Command_Officer_Minifig_Pack_-_Star_Wars_#4,2000,Star_Wars,Minifig_Pack,30,3,http://images.brickset.com/sets/images/3343-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3346,Three_Minifig_Pack_-_Ninja_#3,2000,Castle,Ninja,22,3,http://images.brickset.com/sets/images/3346-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3350,Three_Minifig_Pack_-_City_#1,2000,Town,City,24,3,http://images.brickset.com/sets/images/3350-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3351,Three_Minifig_Pack_-_City_#2,2000,Town,City,21,3,http://images.brickset.com/sets/images/3351-1.jpg,NA,5,NA,NA,Box,LEGO_exclusive
3401,Shoot_'n'_Score,2000,Sports,Football,22,2,http://images.brickset.com/sets/images/3401-1.jpg,NA,6,NA,NA,Box,Retail
3402,Stand_with_Lights,2000,Sports,Football,62,2,http://images.brickset.com/sets/images/3402-1.jpg,NA,10,NA,NA,Box,Retail
3403,Fans'_Grandstand_with_Scoreboard,2000,Sports,Football,81,3,http://images.brickset.com/sets/images/3403-1.jpg,NA,15,NA,NA,Box,Retail
3404,Black_Team_Transport,2000,Sports,Football,127,6,http://images.brickset.com/sets/images/3404-1.jpg,NA,20,NA,NA,Box,Retail
3405,Americas_Team_Bus,2000,Sports,Football,131,6,http://images.brickset.com/sets/images/3405-1.jpg,NA,20,NA,NA,Box,Retail
3406,Blue_Team_Transport,2000,Sports,Football,133,6,http://images.brickset.com/sets/images/3406-1.jpg,NA,20,NA,NA,Box,Retail
3407,Red_Team_Transport,2000,Sports,Football,133,6,http://images.brickset.com/sets/images/3407-1.jpg,NA,20,NA,NA,Box,Retail
3408,Super_Sports_Coverage,2000,Sports,Football,222,5,http://images.brickset.com/sets/images/3408-1.jpg,NA,30,NA,NA,Box,Retail
3409,Championship_Challenge,2000,Sports,Football,294,12,http://images.brickset.com/sets/images/3409-1.jpg,NA,50,NA,NA,Box,Retail
3410,Field_Expander,2000,Sports,Football,53,4,http://images.brickset.com/sets/images/3410-1.jpg,NA,15,NA,NA,Box,Retail
3411,Americas_Team_Bus,2000,Sports,Football,131,6,http://images.brickset.com/sets/images/3411-1.jpg,NA,20,NA,NA,Box,Retail
3412,Point_Shooting,2000,Sports,Football,24,1,http://images.brickset.com/sets/images/3412-1.jpg,NA,5,NA,NA,Box,Retail
3413,Goalkeeper,2000,Sports,Football,27,1,http://images.brickset.com/sets/images/3413-1.jpg,NA,5,NA,NA,Box,Retail
3414,Precision_Shooting,2000,Sports,Football,24,1,http://images.brickset.com/sets/images/3414-1.jpg,NA,5,NA,NA,Box,Retail
3439,Spy_Runner,2000,Town,Special,107,2,http://images.brickset.com/sets/images/3439-1.jpg,NA,10,NA,NA,Box,LEGO_exclusive
3443,LEGO_Mosaic,2000,Basic,Mosaic,2427,NA,http://images.brickset.com/sets/images/3443-1.jpg,NA,30,NA,NA,Not_specified,Not_specified
3444,2x4_Ridge_Roof_Tiles_Steep_Sloped_Black,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3444-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3445,2x4_Ridge_Roof_Tiles_Steep_Sloped_Red,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3445-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3446,2x2_Window_White,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3446-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3447,1x3x4_Wall_Element_Transparent_Blue,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3447-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3448,1x4x5_Black_Window_Frames_with_Clear_Panes,2000,Bulk_Bricks,,20,NA,http://images.brickset.com/sets/images/3448-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3449,1x4x6_Black_Door_and_Frames_with_Transparent_Blue_Panes,2000,Bulk_Bricks,,10,NA,http://images.brickset.com/sets/images/3449-1.jpg,NA,10,NA,NA,Polybag,LEGO_exclusive
3450,Statue_of_Liberty,2000,Advanced_Models,Sculptures,2882,NA,http://images.brickset.com/sets/images/3450-1.jpg,NA,199,NA,NA,Box,LEGO_exclusive
3453,2x2_Black_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3453-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3454,2x2_Light_Grey_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3454-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3455,2x2_White_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3455-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3456,2x2_Dark_Green_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3456-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3457,2x2_Red_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3457-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3458,2x4_Black_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3458-1.jpg,NA,6.99,NA,NA,Polybag,LEGO_exclusive
3459,2x4_Light_Grey_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3459-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3460,2x4_White_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3460-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3461,2x4_Dark_Green_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3461-1.jpg,NA,6.99,NA,NA,Polybag,LEGO_exclusive
3462,2x4_Red_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3462-1.jpg,NA,6.99,NA,NA,Polybag,LEGO_exclusive
3463,2x8_Black_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3463-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3464,2x8_Light_Grey_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3464-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3465,2x8_White_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3465-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3466,2x8_Dark_Green_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3466-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3467,2x8_Red_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3467-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3468,1x4_Black_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3468-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3469,1x4_Light_Grey_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3469-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3470,1x4_White_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3470-1.jpg,NA,5.99,NA,NA,Polybag,LEGO_exclusive
3471,1x4_Dark_Green_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3471-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3472,1x4_Red_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3472-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3473,1x6_Black_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3473-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3474,1x6_Light_Grey_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3474-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3475,1x6_White_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3475-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3476,1x6_Dark_Green_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3476-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3477,1x6_Red_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3477-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3478,1x8_Black_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3478-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3479,1x8_Light_Grey_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3479-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3480,1x8_White_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3480-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3481,1x8_Dark_Green_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3481-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3482,1x8_Red_Bricks,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3482-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3483,2x4_Black_Plates,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3483-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3484,2x4_White_Plates,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3484-1.jpg,NA,9,NA,NA,Polybag,LEGO_exclusive
3485,2x4_Red_Plates,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3485-1.jpg,NA,8.99,NA,NA,Polybag,LEGO_exclusive
3486,1x6_Black_Plates,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3486-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3487,1x6_White_Plates,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3487-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3488,1x6_Red_Plates,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3488-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3489,2x8_Black_Plates,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3489-1.jpg,NA,4.99,NA,NA,Polybag,LEGO_exclusive
3490,2x8_White_Plates,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3490-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3491,2x8_Red_Plates,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3491-1.jpg,NA,5,NA,NA,Polybag,LEGO_exclusive
3492,2x2_Black_Smooth_Tiles,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3492-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3493,2x2_White_Smooth_Tiles,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3493-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3494,2x2_Red_Smooth_Tiles,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3494-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3495,2x2_Roof_Tiles_Steep_Sloped_Black,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3495-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3496,2x2_Roof_Tiles_Steep_Sloped_Red,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3496-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3497,2x4_Roof_Tiles_Steep_Sloped_Black,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3497-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3498,2x4_Roof_Tiles_Steep_Sloped_Red,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3498-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3499,Small_Spruce_Tree,2000,Bulk_Bricks,,25,NA,http://images.brickset.com/sets/images/3499-1.jpg,NA,8,NA,NA,Polybag,LEGO_exclusive
3723,LEGO_Mini-Figure,2000,Advanced_Models,Sculptures,1849,NA,http://images.brickset.com/sets/images/3723-1.jpg,NA,149,NA,NA,Box,LEGO_exclusive
3725,1x2_Light_Grey_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3725-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3726,1x2_Dark_Grey_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3726-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3727,1x2_Tan_Bricks,2000,Bulk_Bricks,,100,NA,http://images.brickset.com/sets/images/3727-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3729,2x4_Dark_Grey_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3729-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3730,2x4_Tan_Bricks,2000,Bulk_Bricks,,50,NA,http://images.brickset.com/sets/images/3730-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3731,Pumpkin_Pack,2000,Bulk_Bricks,Seasonal,87,NA,http://images.brickset.com/sets/images/3731-1.jpg,NA,9.99,NA,NA,Polybag,LEGO_exclusive
3732,Castle_Expander_Pack,2000,Bulk_Bricks,Castle,24,NA,http://images.brickset.com/sets/images/3732-1.jpg,NA,4.99,NA,NA,Polybag,LEGO_exclusive
3733,Grey_Train_Windows_with_Panes,2000,Bulk_Bricks,Trains,20,NA,http://images.brickset.com/sets/images/3733-1.jpg,NA,6,NA,NA,Polybag,LEGO_exclusive
3734,Blue_Train_Windows_with_Panes,2000,Bulk_Bricks,Trains,20,NA,http://images.brickset.com/sets/images/3734-1.jpg,NA,5.99,NA,NA,Polybag,LEGO_exclusive
3735,Grey_Train_Doors_with_Panes,2000,Bulk_Bricks,Trains,20,NA,http://images.brickset.com/sets/images/3735-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3736,Blue_Train_Doors_with_Panes,2000,Bulk_Bricks,Trains,20,NA,http://images.brickset.com/sets/images/3736-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3737,Train_Accessories,2000,Bulk_Bricks,Trains,15,NA,http://images.brickset.com/sets/images/3737-1.jpg,NA,15,NA,NA,Polybag,LEGO_exclusive
3738,Spruce_Tree_Large_2_1/2,2000,Bulk_Bricks,,10,NA,http://images.brickset.com/sets/images/3738-1.jpg,NA,7,NA,NA,Polybag,LEGO_exclusive
3801,Ultimate_Accessory_Set,2000,Mindstorms,1.5,45,NA,http://images.brickset.com/sets/images/3801-1.jpg,NA,50,NA,NA,Box,Retail_-_limited
4164,Mickey's_Fire_Engine,2000,Mickey_Mouse,,26,1,http://images.brickset.com/sets/images/4164-1.jpg,NA,10,NA,NA,Box,Retail
4165,Minnie's_Birthday_Party,2000,Mickey_Mouse,,82,2,http://images.brickset.com/sets/images/4165-1.jpg,NA,17,NA,NA,Box,Retail
4166,Mickey's_Car_Garage,2000,Mickey_Mouse,,88,1,http://images.brickset.com/sets/images/4166-1.jpg,NA,20,NA,NA,Box,Retail
4167,Mickey's_Mansion,2000,Mickey_Mouse,,119,2,http://images.brickset.com/sets/images/4167-1.jpg,NA,40,NA,NA,Box,Retail
4178,Mickey's_Fishing_Adventure,2000,Mickey_Mouse,,104,2,http://images.brickset.com/sets/images/4178-1.jpg,NA,24,NA,NA,Bucket,Retail
4801,Defence_Archer,2000,Castle,Knights'_Kingdom_I,15,1,http://images.brickset.com/sets/images/4801-1.jpg,NA,2,NA,NA,Box,Retail
4806,Axe_Cart,2000,Castle,Knights'_Kingdom_I,28,1,http://images.brickset.com/sets/images/4806-1.jpg,NA,3,NA,NA,Box,Retail
4807,Fire_Attack,2000,Castle,Knights'_Kingdom_I,24,1,http://images.brickset.com/sets/images/4807-1.jpg,NA,1.95,NA,NA,Box,Retail
4811,Defense_Archer,2000,Castle,Knights'_Kingdom_I,15,1,http://images.brickset.com/sets/images/4811-1.jpg,NA,2,NA,NA,Polybag,Retail_-_limited
4816,Knights'_Catapult,2000,Castle,Knights'_Kingdom_I,50,2,http://images.brickset.com/sets/images/4816-1.jpg,NA,5,NA,NA,Box,Retail
4817,Dungeon,2000,Castle,Knights'_Kingdom_I,38,2,http://images.brickset.com/sets/images/4817-1.jpg,NA,5,NA,NA,Box,Retail
4818,Dragon_Rider,2000,Castle,Knights'_Kingdom_I,11,1,http://images.brickset.com/sets/images/4818-1.jpg,NA,5,NA,NA,Box,Retail
4819,Bulls'_Attack_Wagon,2000,Castle,Knights'_Kingdom_I,49,2,http://images.brickset.com/sets/images/4819-1.jpg,NA,5,NA,NA,Box,Retail
5206,Speed_Computer,2000,Technic,,19,NA,http://images.brickset.com/sets/images/5206-1.jpg,NA,20,NA,NA,Box,Retail
5218,Pneumatic_Pack,2000,Technic,,147,NA,http://images.brickset.com/sets/images/5218-1.jpg,NA,28,NA,NA,Box,LEGO_exclusive
5219,Silver_Wheel_Multi_Pack,2000,Technic,,28,NA,http://images.brickset.com/sets/images/5219-1.jpg,NA,30,NA,NA,Box,LEGO_exclusive
5220,Vehicle_Styling_Pack,2000,Technic,,221,NA,http://images.brickset.com/sets/images/5220-1.jpg,NA,12,NA,NA,Box,LEGO_exclusive
5221,Motorised_Base_Pack,2000,Technic,,55,NA,http://images.brickset.com/sets/images/5221-1.jpg,NA,40,NA,NA,Box,LEGO_exclusive
5222,Vehicle_Chassis_Pack,2000,Technic,,137,NA,http://images.brickset.com/sets/images/5222-1.jpg,NA,17,NA,NA,Box,LEGO_exclusive
